Transcript,Customer Statement,Sentiment,Call Outcome,label
transcript_53.txt,"When I try to log in, it says my username and password are incorrect. Ive tried resetting my password, but it still doesnt work.",Negative,Follow-up Needed,0
transcript_140.txt,"Hi, Im calling to schedule an appointment with a specialist. My name is Emily Wilson, and my member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_97.txt,"Hi, Im having trouble registering and logging in to my online service account. Im trying to access my account but its not working. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_131.txt,"Okay, that makes sense. But Im still not sure why I wasnt informed about the higher copay before the visit.",Neutral,Issue Resolved,1
transcript_37.txt,"Okay, sure.",Neutral,Issue Resolved,1
transcript_129.txt,"Its jsmithemail.com. And yeah, I just tried logging in again and got the same error message.",Negative,Follow-up Needed,0
transcript_118.txt,"Hi, Im having some trouble registering and logging in to my online service account. Can you help me?",Negative,Issue Resolved,0
transcript_113.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but my policy says I shouldnt be paying more than 20 for a primary care visit.",Negative,Follow-up Needed,0
transcript_74.txt,Sounds great. Thank you.,Positive,Issue Resolved,2
transcript_104.txt,"That sounds right. So, will I need to pay the deductible upfront?",Neutral,Issue Resolved,1
transcript_102.txt,"I havent set up a password yet, Im trying to register. But Ive tried multiple times and it still says my member ID is invalid.",Negative,Follow-up Needed,0
transcript_26.txt,"Okay, Ill try that. pause Ive reset my password, but Im still having trouble logging in.",Neutral,Issue Resolved,1
transcript_130.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_140.txt,Thank you. Bye.,Positive,Issue Resolved,2
transcript_13.txt,sighs Fine. Ive reset it again. But Im still getting the same error message.,Neutral,Follow-up Needed,1
transcript_53.txt,"Yeah, sure.",Neutral,Follow-up Needed,1
transcript_107.txt,That sounds great. Ill take the Wednesday at 2 PM appointment.,Positive,Issue Resolved,2
transcript_34.txt,"Alright, thank you so much for your help. I appreciate it.",Positive,Issue Resolved,2
transcript_70.txt,angrily Fine. Just fix it.,Neutral,Follow-up Needed,1
transcript_125.txt,"Okay, let me try that. pause Okay, Ive cleared everything. But Im still getting the same error message.",Neutral,Follow-up Needed,1
transcript_178.txt,"My name is Emily Johnson and my date of birth is March 12th, 1985.",Neutral,Issue Resolved,1
transcript_194.txt,"Hi, Im calling about a claim that was denied. I was told that my policy doesnt cover the service, but Im pretty sure I switched to a new policy that does cover it. My member ID is MEM654321.",Negative,Issue Resolved,0
transcript_123.txt,That sounds great! I think I would prefer Dr. Smith on Wednesday at 9 AM.,Positive,Issue Resolved,2
transcript_99.txt,That sounds good. Can you tell me a bit more about Dr. Smiths qualifications?,Positive,Issue Resolved,2
transcript_111.txt,"still upset Fine. Thank you, I guess.",Negative,Follow-up Needed,0
transcript_170.txt,"Hi, Im calling about my recent copay charge. I was charged 50 for a doctors visit, but Im pretty sure I shouldnt have been charged that much.",Negative,Issue Resolved,0
transcript_32.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but my policy says it should be 20 or maybe even no copay at all. Can you help me figure out whats going on?",Negative,Follow-up Needed,0
transcript_3.txt,"But thats not what my policy says! Im looking at it right now, and it says I shouldnt have to pay more than 20 for that type of service.",Negative,Follow-up Needed,0
transcript_36.txt,"Hi, Im calling about a claim that was denied. I received a letter saying that my policy doesnt cover the service, but Im pretty sure it should be covered. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_154.txt,"Yeah, Im logged in now. Thank you so much for your help!",Positive,Follow-up Needed,2
transcript_185.txt,"Sounds great, thank you so much for your help.",Positive,Issue Resolved,2
transcript_164.txt,I need to see a cardiologist.,Neutral,Issue Resolved,1
transcript_66.txt,"My date of birth is 02121985, and the phone number is 5551234.",Neutral,Issue Resolved,1
transcript_10.txt,"You too, bye!",Neutral,Issue Resolved,1
transcript_64.txt,"Let me check... pause Yes, I did get a blood test done during the visit.",Neutral,Issue Resolved,1
transcript_19.txt,"Great, thank you so much for your help.",Positive,Issue Resolved,2
transcript_113.txt,Unbelievable. Ive wasted 10 minutes of my time already. Can you at least give me a case number or something so I can reference this conversation?,Negative,Follow-up Needed,0
transcript_13.txt,"It just says Invalid username or password every time I try to log in. Ive tried resetting my password multiple times, but it doesnt seem to be working.",Negative,Follow-up Needed,0
transcript_197.txt,I need to get a knee replacement surgery. My doctor has recommended it due to severe arthritis.,Negative,Issue Resolved,0
transcript_199.txt,Its CLM789012.,Neutral,Issue Resolved,1
transcript_166.txt,"Okay, thank you. I appreciate your help.",Positive,Issue Resolved,2
transcript_194.txt,"Okay, that sounds good. Thank you for your help, I appreciate it.",Positive,Issue Resolved,2
transcript_127.txt,Thats unacceptable. I switched my policy over a month ago. Why hasnt it been updated in your system yet?,Negative,Issue Resolved,0
transcript_129.txt,frustrated Thats ridiculous. Ive only tried logging in a few times. And now youre telling me my account is locked?,Negative,Follow-up Needed,0
transcript_124.txt,"Alright, sounds good. I think thats all I need to know.",Positive,Issue Resolved,2
transcript_194.txt,"You too, thank you.",Positive,Issue Resolved,2
transcript_171.txt,"No, thats all. Thank you again for your help.",Positive,Issue Resolved,2
transcript_195.txt,"Well, when I try to register, it says my email address is already in use. But Im sure Ive never created an account before. And when I try to log in, it says my password is incorrect.",Negative,Follow-up Needed,0
transcript_61.txt,It was on January 15th and I had a followup appointment with my primary care physician.,Neutral,Issue Resolved,1
transcript_190.txt,sighs Fine.,Neutral,Issue Resolved,1
transcript_63.txt,"Okay... but Ive already tried that, and its not working.",Negative,Follow-up Needed,0
transcript_126.txt,Thats helpful. I think Id like to schedule an appointment with Dr. Johnson on Thursday at 10 AM.,Positive,Issue Resolved,2
transcript_118.txt,"Okay...I think Ive done that before, but Ill try again. pause Okay, Ive reset it. But Im still getting the same error message.",Neutral,Issue Resolved,1
transcript_45.txt,"Sounds good, thank you.",Positive,Issue Resolved,2
transcript_41.txt,"Hi, Im calling about my recent copay for a doctors visit. I was charged 50, but my policy says I shouldnt have to pay anything for a primary care visit.",Negative,Issue Resolved,0
transcript_3.txt,Thats not good enough. I want this resolved now. Can you just waive the extra 30?,Negative,Follow-up Needed,0
transcript_169.txt,"Yes, of course. The date of service was January 10th, and the reason for the denial was that my policy doesnt cover the service. However, I had switched to a new policy in December, and according to the new policy, the service should be covered.",Neutral,Issue Resolved,1
transcript_9.txt,"Hi, Im trying to register and log in to my online service account, but Im having some trouble. My member ID is MEM123456.",Negative,Follow-up Needed,0
transcript_87.txt,"Hi, Im calling about a denied claim I received for a recent medical service. My member ID is MEM123456.",Neutral,Issue Resolved,1
transcript_0.txt,"Okay, what does that mean?",Neutral,Issue Resolved,1
transcript_49.txt,"Okay, that sounds good. Can you send me the letter via email?",Positive,Issue Resolved,2
transcript_62.txt,"Okay, that makes sense. How long will it take to update the information and reprocess the claim?",Neutral,Issue Resolved,1
transcript_142.txt,"Thanks again, bye!",Positive,Issue Resolved,2
transcript_137.txt,"Great, thank you so much! I really appreciate your help.",Positive,Issue Resolved,2
transcript_19.txt,"Hmm, Im not sure. Can you tell me a little bit more about Dr. Johnsons experience with acne treatment?",Neutral,Issue Resolved,1
transcript_71.txt,"Okay, thank you.",Positive,Issue Resolved,2
transcript_119.txt,"Yeah, my caps lock is off, and Im pretty sure Im entering the correct credentials.",Neutral,Follow-up Needed,1
transcript_103.txt,"Hi, Im calling about a claim that was denied. The reason given was that my policy doesnt cover the service, but Im certain it should be covered. My member ID is MEM123456.",Negative,Issue Resolved,0
transcript_32.txt,But thats not what my policy says. Im pretty sure its supposed to be 20 or no copay.,Negative,Follow-up Needed,0
transcript_195.txt,"Okay, Ive tried that before, but it doesnt work. It says my email address isnt associated with an account.",Negative,Follow-up Needed,0
transcript_156.txt,It was a routine checkup with my primary care physician on January 10th.,Neutral,Issue Resolved,1
transcript_3.txt,"Thats ridiculous! I know what my policy says, and Im not paying 50 for something I shouldnt have to. Can I speak to a supervisor?",Negative,Follow-up Needed,0
transcript_147.txt,"You too, thank you!",Positive,Issue Resolved,2
transcript_163.txt,"That sounds great, thank you so much for your help. I really appreciate it.",Positive,Issue Resolved,2
transcript_124.txt,"No, thats all. Thank you for your help!",Positive,Issue Resolved,2
transcript_111.txt,"No, thats all.",Neutral,Follow-up Needed,1
transcript_194.txt,"Hi, Im calling about a claim that was denied. I was told that my policy doesnt cover the service, but Im pretty sure I switched to a new policy that does cover it. My member ID is MEM654321.",Negative,Issue Resolved,0
transcript_21.txt,"Okay, that sounds great. Thank you so much for your help.",Positive,Follow-up Needed,2
transcript_97.txt,Sure.,Neutral,Issue Resolved,1
transcript_160.txt,frustrated Thats ridiculous. I switched policies over two months ago. How long does it take to update the system?,Negative,Follow-up Needed,0
transcript_59.txt,"You too, bye.",Neutral,Issue Resolved,1
transcript_50.txt,Its MEM123456.,Neutral,Issue Resolved,1
transcript_51.txt,"Oh, great! Thank you so much for looking into that for me.",Positive,Issue Resolved,2
transcript_172.txt,"Okay, thats fine. Can you tell me what the deductible amount is?",Neutral,Issue Resolved,1
transcript_48.txt,"Sure, thank you.",Positive,Issue Resolved,2
transcript_115.txt,Thank you again. Ill wait to hear back from the claims team.,Positive,Issue Resolved,2
transcript_77.txt,"Okay... pause Yeah, Im still getting the same error message.",Negative,Follow-up Needed,0
transcript_69.txt,"Hi, Im having trouble logging in to my account on your website. My member ID is MEM123456. Can you help me?",Negative,Follow-up Needed,0
transcript_63.txt,"Hi, Im having trouble registering and logging in to my online service account. My member ID is MEM654321.",Negative,Follow-up Needed,0
